50.68,54.0,27.489954528882,28.5,54.0,74.5,1.0,96.0
52.88,57.5,29.14010295108787,33.25,57.5,79.75,1.0,97.0
50.68,54.0,27.489954528882002,28.0,57.0,75.0,1.0,96.0
52.88,57.5,29.14010295108787,33.0,60.0,80.0,1.0,97.0
